npc_id,npc_skill_label,npc_skill_level
1143,Ranged,1
1144,Magic,1
1146,Defence,14
1147,Strength,18
1149,Magic,1
1153,Hitpoints,40
1155,Hitpoints,170
1156,Ranged,1
1158,Strength,300
1160,Hitpoints,255
1172,Strength,80
1183,Defence,80
1192,Hitpoints,5
1195,Ranged,1
1200,Magic,1
1203,Hitpoints,110
1205,Attack,85
1206,Hitpoints,110
1218,Hitpoints,50
1228,Defence,30
1244,Hitpoints,56
1248,Defence,70
1250,Attack,120
1265,Ranged,1
1267,Strength,1
1296,Strength,18
1318,Defence,40
1339,Attack,1
1340,Hitpoints,85
1341,Ranged,100
1343,Hitpoints,85
1345,Hitpoints,85
1346,Strength,1
1349,Attack,78
1350,Defence,81
1351,Strength,78
1353,Ranged,50
1355,Hitpoints,120
1356,Ranged,50
1401,Hitpoints,3
1447,Hitpoints,130
1456,Attack,80
1457,Strength,80
1459,Ranged,1
1465,Attack,100
1466,Strength,60
1470,Hitpoints,20
1475,Defence,5
1476,Strength,5
1478,Strength,37
1508,Strength,13
1522,Hitpoints,55
1524,Hitpoints,12
1531,Ranged,1
1540,Defence,100
1558,Strength,90
1560,Hitpoints,100
1562,Attack,100
1563,Ranged,1
1565,Hitpoints,100
1583,Magic,1
1584,Ranged,1
1586,Ranged,1
1587,Ranged,1
1589,Defence,40
1590,Strength,112
1593,Defence,54
1594,Hitpoints,62
1601,Ranged,1
1605,Defence,90
1606,Strength,1
1607,Strength,1
1609,Strength,105
1611,Magic,1
1613,Magic,1
1614,Hitpoints,60
1616,Magic,1
1618,Magic,1
1620,Defence,37
1621,Ranged,1
1623,Magic,1
1626,Defence,83
1627,Ranged,1
742,Magic,70
749,Hitpoints,190
757,Strength,25
812,Defence,14
852,Strength,71
870,Attack,70
871,Attack,1
879,Hitpoints,7
898,Hitpoints,31
900,Defence,49
917,Magic,1
934,Defence,167
937,Hitpoints,125
941,Hitpoints,75
951,Ranged,1
987,Defence,13
988,Hitpoints,57
1007,Defence,24
1009,Ranged,1
1016,Hitpoints,10
1020,Magic,10
1021,Ranged,20
1044,Ranged,1
1046,Magic,25
1069,Hitpoints,22
1075,Ranged,40
1077,Magic,1
1095,Hitpoints,140
1096,Strength,110
1098,Strength,100
1103,Attack,30
1104,Ranged,60
1105,Ranged,60
1107,Strength,75
1109,Attack,40
1112,Defence,40
1116,Attack,70
1119,Defence,25
1121,Attack,40
1124,Hitpoints,90
1125,Strength,120
1127,Attack,40
1128,Strength,90
1130,Hitpoints,95
1131,Strength,80
1133,Strength,80
1143,Attack,19
1144,Strength,18
1146,Strength,18
1148,Defence,14
1149,Ranged,1
1153,Magic,1
1155,Ranged,1
1157,Hitpoints,170
1159,Attack,300
1160,Defence,300
1173,Attack,80
1183,Magic,1
1195,Hitpoints,27
1200,Hitpoints,110
1203,Attack,85
1204,Strength,95
1206,Magic,1
1225,Hitpoints,40
1228,Magic,1
1246,Defence,60
1264,Magic,80
1265,Strength,1
1297,Defence,14
1318,Magic,1
1338,Defence,75
1340,Attack,1
1342,Hitpoints,85
1344,Attack,1
1345,Magic,1
1347,Magic,1
1348,Ranged,50
1350,Attack,78
1352,Attack,78
1353,Hitpoints,120
1355,Defence,81
1401,Ranged,1
1447,Ranged,1
1456,Defence,80
1458,Attack,80
1459,Magic,130
1466,Magic,60
1472,Ranged,1
1476,Ranged,1
1478,Attack,35
1508,Ranged,1
1522,Strength,6
1523,Strength,6
1525,Ranged,1
1531,Strength,1
1541,Hitpoints,27
1555,Ranged,70
1558,Defence,70
1559,Ranged,1
1561,Hitpoints,100
1563,Attack,100
1564,Ranged,1
1566,Magic,1
1576,Hitpoints,83
1582,Defence,65
1583,Strength,65
1585,Ranged,1
1587,Attack,60
1588,Strength,60
1590,Ranged,1
1592,Defence,215
1594,Attack,53
1603,Strength,18
1605,Magic,105
1607,Defence,90
1608,Ranged,1
1610,Magic,1
1612,Hitpoints,22
1613,Ranged,1
1615,Hitpoints,150
1617,Hitpoints,75
1619,Attack,75
1620,Ranged,1
1622,Defence,27
1624,Attack,105
1624,Strength,70
1628,Hitpoints,76
742,Ranged,1
749,Magic,1
753,Hitpoints,44
803,Defence,3
852,Ranged,1
862,Hitpoints,80
870,Strength,70
897,Defence,19
899,Hitpoints,41
900,Hitpoints,51
917,Attack,19
936,Attack,86
937,Defence,81
938,Hitpoints,130
951,Strength,1
1004,Hitpoints,2
1007,Hitpoints,73
1020,Attack,20
1021,Strength,20
1023,Hitpoints,40
1047,Hitpoints,45
1053,Hitpoints,45
1065,Hitpoints,22
1073,Defence,40
1076,Strength,18
1087,Hitpoints,10
1092,Strength,29
1098,Hitpoints,120
1101,Strength,80
1103,Defence,30
1105,Attack,30
1108,Defence,40
1109,Strength,75
1116,Hitpoints,140
1118,Defence,25
1120,Attack,40
1121,Defence,25
1123,Hitpoints,90
1125,Hitpoints,120
1127,Defence,25
1132,Attack,30
1133,Ranged,60
1138,Strength,75
1145,Defence,14
1146,Ranged,1
1148,Magic,1
1153,Defence,20
1155,Attack,110
1157,Defence,110
1158,Defence,300
1159,Strength,300
1173,Hitpoints,100
1184,Attack,95
1194,Hitpoints,5
1195,Strength,18
1200,Defence,100
1203,Strength,95
1218,Strength,40
1223,Hitpoints,40
1233,Magic,1
1241,Hitpoints,38
1244,Strength,47
1264,Strength,80
1267,Ranged,1
1296,Attack,19
1297,Ranged,1
1317,Hitpoints,50
1339,Magic,1
1341,Hitpoints,85
1342,Strength,1
1344,Ranged,100
1346,Attack,1
1347,Ranged,100
1349,Strength,78
1351,Hitpoints,120
1353,Defence,81
1354,Hitpoints,120
1356,Hitpoints,120
1374,Ranged,1
1401,Attack,1
1402,Hitpoints,3
1441,Magic,130
1447,Strength,130
1456,Ranged,110
1459,Defence,200
1460,Ranged,1
1464,Hitpoints,6
1466,Defence,60
1467,Attack,100
1472,Strength,170
1474,Hitpoints,2
1475,Ranged,1
1477,Strength,12
1508,Defence,8
1521,Strength,6
1523,Hitpoints,55
1525,Attack,101
1549,Hitpoints,27
1558,Hitpoints,70
1560,Attack,100
1562,Hitpoints,100
1563,Strength,100
1566,Defence,120
1582,Magic,1
1584,Defence,65
1585,Strength,65
1588,Defence,60
1589,Magic,1
1591,Defence,165
1592,Magic,100
1600,Defence,18
1601,Defence,18
1602,Strength,18
1605,Attack,1
1606,Ranged,1
1608,Defence,105
1609,Ranged,1
1610,Strength,105
1612,Strength,15
1614,Magic,1
1616,Attack,30
1617,Magic,1
1619,Magic,1
1621,Attack,22
1622,Magic,1
1624,Magic,1
742,Strength,70
749,Defence,100
750,Ranged,1
840,Hitpoints,45
856,Hitpoints,80
870,Magic,1
887,Strength,18
897,Strength,10
899,Strength,30
901,Hitpoints,70
929,Defence,61
934,Ranged,160
937,Strength,74
941,Magic,68
951,Hitpoints,3
987,Ranged,1
989,Hitpoints,57
1004,Attack,1
1009,Attack,50
1017,Magic,1
1019,Magic,20
1021,Defence,30
1022,Hitpoints,30
1045,Magic,25
1047,Strength,20
1066,Hitpoints,22
1073,Magic,1
1075,Hitpoints,50
1077,Attack,19
1086,Defence,1
1086,Strength,1
1092,Ranged,1
1097,Defence,50
1102,Defence,30
1104,Hitpoints,95
1106,Defence,40
1109,Defence,40
1112,Hitpoints,90
1115,Strength,140
1119,Hitpoints,90
1120,Strength,90
1124,Defence,25
1126,Attack,40
1129,Attack,40
1130,Strength,80
1132,Ranged,60
1134,Hitpoints,95
1138,Hitpoints,90
1143,Defence,14
1145,Attack,19
1148,Attack,19
1150,Defence,14
1153,Strength,20
1154,Strength,70
1156,Magic,1
1158,Magic,150
1160,Magic,150
1172,Ranged,1
1201,Magic,1
1204,Defence,100
1206,Defence,100
1218,Defence,30
1221,Attack,1
1228,Hitpoints,10
1250,Defence,85
1265,Hitpoints,50
1296,Magic,1
1317,Ranged,1
1338,Ranged,100
1340,Defence,75
1342,Magic,1
1343,Strength,1
1345,Defence,75
1346,Ranged,100
1348,Hitpoints,120
1350,Magic,1
1352,Defence,81
1354,Defence,81
1356,Magic,1
1374,Strength,18
1402,Defence,1
1441,Hitpoints,210
1455,Attack,130
1456,Magic,1
1458,Hitpoints,50
1460,Strength,130
1465,Magic,60
1467,Hitpoints,60
1472,Hitpoints,170
1476,Defence,5
1508,Attack,14
1521,Ranged,1
1523,Ranged,1
1525,Defence,12
1540,Hitpoints,100
1555,Hitpoints,140
1558,Attack,100
1559,Strength,90
1561,Magic,1
1564,Defence,120
1565,Magic,1
1583,Attack,65
1585,Defence,65
1586,Strength,65
1588,Attack,60
1590,Defence,112
1591,Magic,100
1593,Magic,1
1594,Ranged,1
1601,Magic,1
1603,Defence,18
1604,Ranged,1
1606,Magic,105
1608,Attack,67
1609,Hitpoints,97
1611,Attack,75
1613,Attack,97
1615,Attack,97
1616,Ranged,1
1618,Ranged,1
1620,Hitpoints,37
1621,Magic,1
1623,Hitpoints,27
1626,Hitpoints,76
749,Ranged,1
750,Magic,1
757,Ranged,1
812,Attack,19
870,Ranged,1
877,Hitpoints,22
887,Magic,1
898,Attack,28
899,Magic,1
929,Magic,65
930,Strength,65
934,Strength,168
936,Hitpoints,120
938,Attack,66
941,Ranged,1
951,Magic,1
987,Magic,1
1009,Magic,1
1017,Ranged,1
1019,Defence,20
1021,Attack,40
1022,Magic,30
1044,Defence,12
1045,Defence,12
1047,Magic,1
1067,Hitpoints,22
1075,Defence,40
1076,Ranged,1
1085,Hitpoints,10
1095,Defence,70
1097,Attack,50
1101,Attack,30
1102,Hitpoints,95
1104,Attack,30
1105,Strength,80
1109,Hitpoints,90
1111,Hitpoints,90
1117,Defence,40
1119,Attack,40
1120,Hitpoints,90
1122,Hitpoints,90
1125,Attack,120
1128,Defence,25
1129,Strength,90
1133,Defence,30
1143,Strength,18
1145,Strength,18
1149,Defence,14
1150,Strength,18
1154,Defence,70
1156,Hitpoints,40
1157,Magic,1
1159,Defence,300
1172,Hitpoints,100
1183,Attack,95
1184,Defence,80
1193,Hitpoints,5
1203,Defence,100
1218,Attack,30
1221,Hitpoints,2
1228,Ranged,21
1246,Hitpoints,76
1264,Attack,100
1267,Hitpoints,50
1297,Strength,18
1317,Magic,1
1328,Hitpoints,15
1338,Magic,1
1340,Ranged,100
1342,Attack,1
1343,Magic,1
1345,Strength,1
1347,Hitpoints,85
1348,Magic,1
1350,Ranged,50
1352,Magic,1
1354,Ranged,50
1356,Attack,78
1374,Attack,19
1402,Attack,1
1441,Ranged,170
1455,Defence,200
1457,Attack,80
1458,Strength,80
1460,Hitpoints,130
1465,Hitpoints,60
1466,Ranged,1
1472,Attack,170
1475,Magic,5
1477,Attack,11
1478,Ranged,1
1487,Hitpoints,6
1521,Attack,150
1522,Magic,1
1524,Attack,101
1525,Magic,1
1531,Hitpoints,8
1555,Defence,40
1556,Strength,140
1559,Magic,1
1561,Defence,120
1562,Strength,100
1564,Hitpoints,100
1565,Strength,100
1583,Defence,65
1584,Magic,1
1586,Attack,65
1587,Magic,1
1589,Ranged,1
1591,Hitpoints,165
1593,Attack,53
1594,Magic,1
1601,Strength,18
1603,Attack,22
1604,Hitpoints,90
1605,Strength,1
1608,Magic,1
1609,Magic,1
1611,Strength,105
1612,Magic,1
1614,Strength,7
1615,Strength,67
1617,Strength,45
1619,Defence,30
1620,Strength,37
1622,Strength,27
1624,Defence,40
1626,Strength,83
1623,Strength,27
1626,Ranged,1
1627,Strength,83
1629,Strength,83
1631,Strength,83
1633,Strength,30
1635,Hitpoints,45
1637,Attack,45
1638,Attack,45
1640,Defence,120
1641,Magic,45
1642,Strength,45
1644,Ranged,1
1646,Hitpoints,60
1647,Strength,1
1649,Strength,4
1651,Magic,1
1652,Strength,4
1654,Strength,4
1656,Attack,8
1657,Defence,4
1676,Attack,1
1677,Strength,1
1681,Defence,60
1759,Hitpoints,13
1804,Magic,1
1805,Strength,18
1828,Defence,6
1829,Strength,6
1831,Strength,13
1874,Attack,4
1905,Hitpoints,60
1913,Attack,190
1914,Strength,99
1936,Ranged,1
1938,Attack,100
1940,Attack,100
1941,Ranged,1
1951,Strength,90
1952,Strength,90
1954,Hitpoints,70
1956,Defence,70
1973,Defence,80
1974,Ranged,1
1976,Magic,1
1977,Ranged,1
1993,Hitpoints,62
1995,Attack,17
1996,Strength,40
2001,Ranged,1
2026,Hitpoints,100
2027,Ranged,1
2029,Defence,100
2030,Strength,100
2036,Attack,15
2037,Magic,1
2045,Magic,1
2047,Attack,20
2048,Strength,36
2050,Magic,1
2052,Attack,20
2053,Strength,36
2055,Defence,35
2056,Hitpoints,71
2057,Strength,36
2075,Hitpoints,10
2078,Hitpoints,10
2246,Attack,17
2256,Ranged,1
2264,Attack,30
2314,Hitpoints,3
2315,Strength,1
2360,Hitpoints,105
2362,Defence,80
2418,Defence,1
2423,Attack,38
2452,Defence,200
2454,Magic,1
2456,Strength,1
2465,Defence,126
2466,Hitpoints,120
2469,Magic,1
2471,Strength,4
2472,Strength,4
2491,Attack,35
2492,Ranged,1
2499,Hitpoints,100
2500,Ranged,1
2502,Ranged,1
2571,Hitpoints,50
2591,Magic,120
2593,Attack,80
2594,Magic,120
2596,Hitpoints,100
2598,Hitpoints,80
2599,Attack,60
2600,Strength,60
2602,Ranged,1
2604,Ranged,120
2606,Defence,100
